불용일자,불용확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,물품상태,사유
2023-09-27,2023-10-27,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201700444,2017-10-17,2687000,2017-10-22,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-01-29,2025-02-21,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201800446,2018-12-16,2627000,2018-12-20,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2025-04-07,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201600448,2016-04-24,5334000,2016-05-01,소프트웨어융합대학RC행정팀(ERICA),운용,5,폐품,고장/파손
2025-10-26,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201600449,2016-04-24,5334000,2016-05-01,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2023-03-13,2023-03-28,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201700452,2017-11-07,8151000,2017-11-14,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2024-09-14,2024-10-05,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201700453,2017-11-07,8151000,2017-11-14,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2024-05-07,2024-06-06,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201700454,2017-11-07,8151000,2017-11-14,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-10-19,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201600458,2016-03-14,5144000,2016-03-20,소프트웨어융합대학RC행정팀(ERICA),운용,5,폐품,고장/파손
2019-10-21,2019-11-11,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201600459,2016-03-14,5144000,2016-03-20,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2024-11-01,2024-12-01,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M202100461,2021-05-09,5914000,2021-05-16,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2023-09-24,2023-10-12,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201800462,2018-07-23,28050000,2018-08-07,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2024-10-27,2024-11-22,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201800463,2018-07-23,28050000,2018-08-07,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2025-03-03,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201800464,2018-07-23,28050000,2018-08-07,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2024-06-20,2024-07-19,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201800465,2018-07-23,28050000,2018-08-07,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2022-07-26,2022-08-15,badbergjr,박대리,확정,4321150724355228,데스크톱컴퓨터,M201800466,2018-07-23,28050000,2018-08-07,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2025-10-28,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201800467,2018-07-23,28050000,2018-08-07,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2024-11-08,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201800468,2018-07-23,28050000,2018-08-07,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2024-12-16,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201800469,2018-07-23,28050000,2018-08-07,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2025-05-25,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201800470,2018-07-23,28050000,2018-08-07,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2026-01-06,,badbergjr,박대리,대기,4321150724355228,데스크톱컴퓨터,M201800472,2018-07-23,28050000,2018-08-07,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2020-04-28,2020-05-20,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500484,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-05-03,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201500485,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2019-06-27,2019-07-12,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500486,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2021-03-11,2021-03-27,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500487,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2021-04-14,2021-05-13,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500488,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2020-06-01,2020-06-24,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500489,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2019-10-21,2019-11-14,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500490,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-05-14,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201500491,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2020-03-19,2020-04-07,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500492,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2020-11-20,2020-12-20,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500493,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2019-10-25,2019-11-17,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500494,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2021-06-16,2021-07-08,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500495,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2021-03-31,2021-04-22,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500496,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2021-05-05,2021-05-26,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500497,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2023-02-13,2023-03-15,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500498,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2017-10-22,2017-11-10,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500499,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2018-10-03,2018-10-17,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500500,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2020-09-20,2020-10-06,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500501,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-11-13,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201500502,2015-03-12,10203000,2015-03-27,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2022-11-28,2022-12-20,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M202200510,2022-02-26,10659000,2022-03-06,소프트웨어융합대학RC행정팀(ERICA),불용,5,신품,활용부서부재
2026-01-12,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M202200516,2022-02-26,10659000,2022-03-06,소프트웨어융합대학RC행정팀(ERICA),운용,5,폐품,고장/파손
2025-09-03,2025-10-01,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M202200517,2022-02-26,10659000,2022-03-06,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-09-07,2025-09-28,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M202200519,2022-02-26,10659000,2022-03-06,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2025-12-17,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201800522,2018-09-22,543000,2018-09-29,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2025-05-09,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201600524,2016-11-08,538000,2016-11-11,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2024-09-23,,badbergjr,박대리,반려,4321150724158946,데스크톱컴퓨터,M201800526,2018-05-16,1118000,2018-05-19,소프트웨어융합대학RC행정팀(ERICA),운용,5,폐품,고장/파손
2025-05-11,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201800527,2018-05-16,1118000,2018-05-19,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2019-08-15,2019-08-30,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600530,2016-02-27,1734000,2016-03-02,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2020-01-01,2020-01-16,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600531,2016-02-27,1734000,2016-03-02,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-11-15,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201600532,2016-02-27,1734000,2016-03-02,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2024-11-06,2024-11-26,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201900536,2019-03-14,559000,2019-03-20,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2021-06-07,2021-07-01,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600538,2016-12-08,570000,2016-12-11,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2022-09-02,2022-09-20,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600540,2016-10-12,1710000,2016-10-17,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2021-06-12,2021-07-04,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600541,2016-10-12,1710000,2016-10-17,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2022-05-17,2022-06-05,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600542,2016-10-12,1710000,2016-10-17,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2021-12-05,2022-01-02,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600546,2016-11-23,1160000,2016-11-30,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2020-03-15,2020-04-03,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600547,2016-11-23,1160000,2016-11-30,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2022-12-04,2022-12-20,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201900550,2019-02-23,1154000,2019-03-02,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2024-02-26,2024-03-13,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201900551,2019-02-23,1154000,2019-03-02,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-12-16,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201600554,2016-02-11,8280000,2016-02-18,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2019-07-05,2019-07-22,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600555,2016-02-11,8280000,2016-02-18,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2021-10-04,2021-10-30,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600556,2016-02-11,8280000,2016-02-18,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2018-10-06,2018-11-02,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600557,2016-02-11,8280000,2016-02-18,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2024-12-29,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201600558,2016-02-11,8280000,2016-02-18,소프트웨어융합대학RC행정팀(ERICA),운용,5,폐품,고장/파손
2025-05-02,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201600559,2016-02-11,8280000,2016-02-18,소프트웨어융합대학RC행정팀(ERICA),운용,5,폐품,고장/파손
2021-05-31,2021-06-22,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600560,2016-02-11,8280000,2016-02-18,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2020-10-09,2020-10-30,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600561,2016-02-11,8280000,2016-02-18,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2021-07-04,2021-07-27,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600562,2016-02-11,8280000,2016-02-18,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2021-08-19,2021-09-07,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600563,2016-02-11,8280000,2016-02-18,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2020-06-11,2020-07-09,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600564,2016-02-11,8280000,2016-02-18,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2023-03-20,2023-04-09,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600565,2016-02-11,8280000,2016-02-18,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2021-02-25,2021-03-12,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600566,2016-02-11,8280000,2016-02-18,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2020-10-26,2020-11-23,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600567,2016-02-11,8280000,2016-02-18,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2024-11-30,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201600568,2016-02-11,8280000,2016-02-18,소프트웨어융합대학RC행정팀(ERICA),운용,5,폐품,고장/파손
2026-01-02,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M202200569,2022-03-09,8400000,2022-03-27,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2025-06-29,2025-07-14,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M202200570,2022-03-09,8400000,2022-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2026-02-03,2026-02-08,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M202200578,2022-03-09,8400000,2022-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2024-11-01,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M202200579,2022-03-09,8400000,2022-03-27,소프트웨어융합대학RC행정팀(ERICA),반납,5,중고품,구형화
2025-08-04,2025-09-03,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M202200580,2022-03-09,8400000,2022-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2024-12-30,2025-01-14,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M202200581,2022-03-09,8400000,2022-03-27,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2019-07-20,2019-08-05,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201500584,2015-11-11,544000,2015-11-14,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2022-08-10,2022-08-27,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201900586,2019-04-01,1722000,2019-04-08,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2024-05-07,2024-05-25,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201900587,2019-04-01,1722000,2019-04-08,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-12-29,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201600592,2016-07-19,578000,2016-07-22,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2024-10-08,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201800594,2018-01-25,567000,2018-02-01,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2023-03-31,2023-04-30,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201600596,2016-05-07,543000,2016-05-14,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-12-04,2026-01-03,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M202100597,2021-11-07,619000,2021-11-11,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2024-02-01,2024-02-19,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201800598,2018-12-19,1146000,2018-12-26,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2023-07-11,2023-07-27,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201800599,2018-12-19,1146000,2018-12-26,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2021-08-03,2021-08-19,badbergjr,박대리,확정,4321190224407366,액정모니터,M201600612,2016-07-06,1060000,2016-07-09,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2025-07-31,2025-08-21,badbergjr,박대리,확정,4321190224407366,액정모니터,M201600613,2016-07-06,1060000,2016-07-09,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2025-05-14,2025-06-07,badbergjr,박대리,확정,4321190224407366,액정모니터,M201500616,2015-05-08,518000,2015-05-12,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2022-06-03,2022-06-20,badbergjr,박대리,확정,4321190224407366,액정모니터,M201500624,2015-06-01,537000,2015-06-04,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2023-06-21,2023-07-15,badbergjr,박대리,확정,4321190224407366,액정모니터,M201700626,2017-11-04,1084000,2017-11-09,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2025-08-27,2025-09-22,badbergjr,박대리,확정,4321190224407366,액정모니터,M201900630,2019-08-12,1128000,2019-08-17,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-12-03,2025-12-26,badbergjr,박대리,확정,4321190224407366,액정모니터,M201900632,2019-10-10,1062000,2019-10-15,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2022-08-09,2022-09-08,badbergjr,박대리,확정,4321190224407366,액정모니터,M201500636,2015-03-10,506000,2015-03-17,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2022-12-06,2022-12-26,badbergjr,박대리,확정,4321190224407366,액정모니터,M201800638,2018-12-10,1078000,2018-12-15,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-12-12,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201800639,2018-12-10,1078000,2018-12-15,소프트웨어융합대학RC행정팀(ERICA),운용,5,폐품,고장/파손
2022-07-10,2022-08-03,badbergjr,박대리,확정,4321190224407366,액정모니터,M201500642,2015-11-11,1036000,2015-11-18,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2025-07-06,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201500643,2015-11-11,1036000,2015-11-18,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2025-03-14,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201600646,2016-04-14,502000,2016-04-17,소프트웨어융합대학RC행정팀(ERICA),운용,5,폐품,고장/파손
2023-11-24,2023-12-23,badbergjr,박대리,확정,4321190224407366,액정모니터,M201800648,2018-05-13,1090000,2018-05-18,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2024-11-21,2024-12-08,badbergjr,박대리,확정,4321190224407366,액정모니터,M201800649,2018-05-13,1090000,2018-05-18,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2022-01-17,2022-02-15,badbergjr,박대리,확정,4321190224407366,액정모니터,M201800652,2018-01-04,1116000,2018-01-09,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2023-08-26,2023-09-17,badbergjr,박대리,확정,4321190224407366,액정모니터,M201700658,2017-01-02,518000,2017-01-06,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2022-07-12,2022-08-06,badbergjr,박대리,확정,4321190224407366,액정모니터,M201500660,2015-01-19,532000,2015-01-23,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-04-24,,badbergjr,박대리,대기,4321190224407366,액정모니터,M202000661,2020-05-24,562000,2020-05-31,소프트웨어융합대학RC행정팀(ERICA),반납,5,정비필요품,구형화
2025-10-19,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201600662,2016-12-07,533000,2016-12-11,소프트웨어융합대학RC행정팀(ERICA),운용,5,폐품,고장/파손
2025-08-20,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201500664,2015-02-06,1054000,2015-02-12,소프트웨어융합대학RC행정팀(ERICA),운용,5,폐품,고장/파손
2022-05-25,2022-06-19,badbergjr,박대리,확정,4321190224407366,액정모니터,M201500665,2015-02-06,1054000,2015-02-12,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2024-07-14,2024-07-29,badbergjr,박대리,확정,4321190224407366,액정모니터,M201600668,2016-09-19,1086000,2016-09-25,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2021-06-03,2021-06-25,badbergjr,박대리,확정,4321190224407366,액정모니터,M201600669,2016-09-19,1086000,2016-09-25,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2022-08-09,2022-09-04,badbergjr,박대리,확정,4321190224407366,액정모니터,M201500674,2015-12-27,533000,2016-01-02,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2025-06-20,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201700676,2017-02-05,1058000,2017-02-08,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2024-09-21,2024-10-19,badbergjr,박대리,확정,4321190224407366,액정모니터,M201700677,2017-02-05,1058000,2017-02-08,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-12-01,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201500680,2015-11-02,1072000,2015-11-05,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2021-10-06,2021-10-24,badbergjr,박대리,확정,4321190224407366,액정모니터,M201500681,2015-11-02,1072000,2015-11-05,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2023-04-14,2023-05-11,badbergjr,박대리,확정,4321190224407366,액정모니터,M202200682,2022-07-29,1132000,2022-08-01,소프트웨어융합대학RC행정팀(ERICA),불용,5,신품,활용부서부재
2023-04-07,2023-04-21,badbergjr,박대리,확정,4321190224407366,액정모니터,M201600684,2016-08-08,994000,2016-08-11,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-08-20,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201900689,2019-12-10,1120000,2019-12-17,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2025-02-10,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201600690,2016-02-18,1060000,2016-02-24,소프트웨어융합대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2022-06-14,2022-06-28,badbergjr,박대리,확정,4321190224407366,액정모니터,M201600691,2016-02-18,1060000,2016-02-24,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2024-04-24,2024-05-18,badbergjr,박대리,확정,4321190224407366,액정모니터,M201500694,2015-12-01,996000,2015-12-08,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2021-07-04,2021-07-18,badbergjr,박대리,확정,4321190224407366,액정모니터,M201500695,2015-12-01,996000,2015-12-08,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2025-12-29,2026-01-16,badbergjr,박대리,확정,4321190224407366,액정모니터,M201900702,2019-11-10,1108000,2019-11-17,소프트웨어융합대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2020-06-14,2020-07-05,badbergjr,박대리,확정,4321190224407366,액정모니터,M201900703,2019-11-10,1108000,2019-11-17,소프트웨어융합대학RC행정팀(ERICA),불용,5,중고품,활용부서부재
2025-05-03,2025-05-26,badbergjr,박대리,확정,4321190224407366,액정모니터,M201900706,2019-03-02,549000,2019-03-07,소프트웨어융합대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2022-10-06,2022-10-31,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201600710,2016-09-01,6924000,2016-09-04,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2022-01-17,2022-01-31,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201600711,2016-09-01,6924000,2016-09-04,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2021-06-19,2021-07-08,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201500714,2015-06-17,3470000,2015-06-23,소프트웨어융합대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2021-08-24,2021-09-09,badbergjr,박대리,확정,4321171124204348,스캐너,M201500716,2015-07-10,5321000,2015-07-15,소프트웨어융합대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2025-06-07,,badbergjr,박대리,대기,4321171124204348,스캐너,M201600718,2016-01-21,11320000,2016-01-25,소프트웨어융합대학RC행정팀(ERICA),운용,6,불용품,수리비용과다
2025-12-28,,badbergjr,박대리,대기,4321171124204348,스캐너,M201600719,2016-01-21,11320000,2016-01-25,소프트웨어융합대학RC행정팀(ERICA),운용,6,불용품,수리비용과다
